flight_id,flight_number,route_id,flight_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,aircraft_type,seat_capacity,flight_status,delay_min,block_time_delta,actual_block_hours,exact_fuel_cost_usd,total_operating_cost_usd
FLT00371,HF103,R003,2025-01-24,2025-01-24 16:00:00,2025-01-24 16:05:00,2025-01-24 17:10:00,2025-01-24 17:10:00,A320,150,Delayed,5.0,0 days 01:05:00,1.0833333333333333,2602.6,3794.27
FLT00372,HF104,R004,2025-01-24,2025-01-24 22:45:00,2025-01-24 22:50:00,2025-01-24 23:55:00,2025-01-24 23:55:00,A319,122,On Time,5.0,0 days 01:05:00,1.0833333333333333,2498.5,3636.0
FLT00373,HF104,R004,2025-01-24,2025-01-24 22:45:00,2025-01-24 22:45:00,2025-01-24 23:55:00,2025-01-24 23:50:00,A320,150,Delayed,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00374,HF105,R005,2025-01-24,2025-01-24 08:45:00,,2025-01-24 10:55:00,,A319,122,Cancelled,,,,,
FLT00375,HF105,R005,2025-01-24,2025-01-24 06:30:00,2025-01-24 07:15:00,2025-01-24 08:40:00,2025-01-24 09:20:00,A320neo,165,Delayed,45.0,0 days 02:05:00,2.0833333333333335,4380.69,6526.52
FLT00376,HF106,R006,2025-01-24,2025-01-24 13:15:00,,2025-01-24 14:50:00,,A320neo,165,Cancelled,,,,,
FLT00377,HF106,R006,2025-01-24,2025-01-24 22:30:00,2025-01-24 22:40:00,2025-01-25 00:05:00,2025-01-25 00:10:00,A320,150,Delayed,10.0,0 days 01:30:00,1.5,3621.88,5271.88
FLT00378,HF107,R007,2025-01-24,2025-01-24 19:15:00,2025-01-24 19:15:00,2025-01-24 20:40:00,2025-01-24 20:35:00,A320,150,Delayed,0.0,0 days 01:20:00,1.3333333333333333,3166.67,4633.33
FLT00379,HF108,R008,2025-01-24,2025-01-24 22:30:00,2025-01-24 22:45:00,2025-01-25 00:10:00,2025-01-25 00:20:00,A319,122,Delayed,15.0,0 days 01:35:00,1.5833333333333333,3695.5,5358.0
FLT00380,HF109,R009,2025-01-24,2025-01-24 16:45:00,2025-01-24 16:50:00,2025-01-24 23:15:00,2025-01-24 23:15:00,A330-900neo,242,Delayed,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00381,HF109,R009,2025-01-24,2025-01-24 22:30:00,2025-01-24 22:30:00,2025-01-25 05:00:00,2025-01-25 04:55:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00382,HF110,R010,2025-01-24,2025-01-24 19:15:00,2025-01-24 19:10:00,2025-01-24 20:25:00,2025-01-24 20:20:00,A319,122,On Time,0.0,0 days 01:10:00,1.1666666666666667,2660.0,3885.0
FLT00383,HF111,R011,2025-01-24,2025-01-24 22:15:00,2025-01-24 22:15:00,2025-01-25 00:25:00,2025-01-25 00:20:00,A319,122,On Time,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00384,HF112,R012,2025-01-24,2025-01-24 16:00:00,2025-01-24 16:10:00,2025-01-24 17:35:00,2025-01-24 17:40:00,A320,150,Delayed,10.0,0 days 01:30:00,1.5,3621.88,5271.88
FLT00385,HF101,R001,2025-01-25,2025-01-25 22:30:00,2025-01-25 23:00:00,2025-01-25 23:20:00,2025-01-25 23:45:00,A320,150,Delayed,30.0,0 days 00:45:00,0.75,1959.38,2784.38
FLT00386,HF102,R002,2025-01-25,2025-01-25 10:30:00,2025-01-25 10:35:00,2025-01-25 11:35:00,2025-01-25 11:35:00,A320,150,On Time,5.0,0 days 01:00:00,1.0,2404.69,3504.69
FLT00387,HF103,R003,2025-01-25,2025-01-25 10:00:00,2025-01-25 10:45:00,2025-01-25 11:10:00,2025-01-25 11:50:00,A319,122,Delayed,45.0,0 days 01:05:00,1.0833333333333333,2726.5,3864.0
FLT00388,HF104,R004,2025-01-25,2025-01-25 22:15:00,2025-01-25 22:15:00,2025-01-25 23:25:00,2025-01-25 23:20:00,A320neo,165,Delayed,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00389,HF104,R004,2025-01-25,2025-01-25 19:15:00,2025-01-25 19:30:00,2025-01-25 20:25:00,2025-01-25 20:35:00,A320,150,Delayed,15.0,0 days 01:05:00,1.0833333333333333,2661.98,3853.65
FLT00390,HF105,R005,2025-01-25,2025-01-25 16:30:00,2025-01-25 16:30:00,2025-01-25 18:40:00,2025-01-25 18:35:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00391,HF105,R005,2025-01-25,2025-01-25 08:30:00,2025-01-25 08:30:00,2025-01-25 10:40:00,2025-01-25 10:35:00,A319,122,On Time,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00392,HF106,R006,2025-01-25,2025-01-25 22:15:00,2025-01-25 22:15:00,2025-01-25 23:50:00,2025-01-25 23:45:00,A319,122,Delayed,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00393,HF106,R006,2025-01-25,2025-01-25 22:45:00,2025-01-25 23:45:00,2025-01-26 00:20:00,2025-01-26 01:15:00,A320,150,Delayed,60.0,0 days 01:30:00,1.5,3918.75,5568.75
FLT00394,HF107,R007,2025-01-25,2025-01-25 22:15:00,2025-01-25 22:25:00,2025-01-25 23:40:00,2025-01-25 23:45:00,A320,150,Delayed,10.0,0 days 01:20:00,1.3333333333333333,3226.04,4692.71
FLT00395,HF108,R008,2025-01-25,2025-01-25 06:00:00,2025-01-25 05:55:00,2025-01-25 07:40:00,2025-01-25 07:35:00,A319,122,On Time,0.0,0 days 01:40:00,1.6666666666666667,3800.0,5550.0
FLT00396,HF109,R009,2025-01-25,2025-01-25 08:30:00,2025-01-25 08:25:00,2025-01-25 15:00:00,2025-01-25 14:55:00,A330-900neo,242,On Time,0.0,0 days 06:30:00,6.5,15437.5,22587.5
FLT00397,HF109,R009,2025-01-25,2025-01-25 13:00:00,2025-01-25 13:05:00,2025-01-25 19:30:00,2025-01-25 19:30:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00398,HF110,R010,2025-01-25,2025-01-25 19:45:00,2025-01-25 19:50:00,2025-01-25 20:55:00,2025-01-25 20:55:00,A320,150,On Time,5.0,0 days 01:05:00,1.0833333333333333,2602.6,3794.27
FLT00399,HF111,R011,2025-01-25,2025-01-25 10:45:00,2025-01-25 10:45:00,2025-01-25 12:55:00,2025-01-25 12:50:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00400,HF112,R012,2025-01-25,2025-01-25 19:30:00,2025-01-25 19:25:00,2025-01-25 21:05:00,2025-01-25 21:00:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00401,HF101,R001,2025-01-26,2025-01-26 13:45:00,2025-01-26 13:45:00,2025-01-26 14:35:00,2025-01-26 14:30:00,A320neo,165,On Time,0.0,0 days 00:45:00,0.75,1496.25,2268.75
FLT00402,HF102,R002,2025-01-26,2025-01-26 08:15:00,2025-01-26 08:10:00,2025-01-26 09:20:00,2025-01-26 09:15:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00403,HF103,R003,2025-01-26,2025-01-26 19:00:00,2025-01-26 19:05:00,2025-01-26 20:10:00,2025-01-26 20:10:00,A320neo,165,On Time,5.0,0 days 01:05:00,1.0833333333333333,2186.19,3302.02
FLT00404,HF104,R004,2025-01-26,2025-01-26 06:15:00,2025-01-26 06:15:00,2025-01-26 07:25:00,2025-01-26 07:20:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00405,HF104,R004,2025-01-26,2025-01-26 16:30:00,2025-01-26 17:00:00,2025-01-26 17:40:00,2025-01-26 18:05:00,A320neo,165,Delayed,30.0,0 days 01:05:00,1.0833333333333333,2310.87,3426.71
FLT00406,HF105,R005,2025-01-26,2025-01-26 06:15:00,2025-01-26 06:15:00,2025-01-26 08:25:00,2025-01-26 08:20:00,A320neo,165,Delayed,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00407,HF105,R005,2025-01-26,2025-01-26 08:30:00,2025-01-26 09:15:00,2025-01-26 10:40:00,2025-01-26 11:20:00,A320neo,165,Delayed,45.0,0 days 02:05:00,2.0833333333333335,4380.69,6526.52
FLT00408,HF106,R006,2025-01-26,2025-01-26 08:45:00,2025-01-26 08:50:00,2025-01-26 10:20:00,2025-01-26 10:20:00,A319,122,On Time,5.0,0 days 01:30:00,1.5,3448.5,5023.5
FLT00409,HF106,R006,2025-01-26,2025-01-26 08:30:00,2025-01-26 08:30:00,2025-01-26 10:05:00,2025-01-26 10:00:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00410,HF107,R007,2025-01-26,2025-01-26 13:00:00,2025-01-26 13:05:00,2025-01-26 14:25:00,2025-01-26 14:25:00,A319,122,On Time,5.0,0 days 01:20:00,1.3333333333333333,3068.5,4468.5
FLT00411,HF108,R008,2025-01-26,2025-01-26 22:15:00,2025-01-26 22:10:00,2025-01-26 23:55:00,2025-01-26 23:50:00,A320neo,165,On Time,0.0,0 days 01:40:00,1.6666666666666667,3325.0,5041.67
FLT00412,HF109,R009,2025-01-26,2025-01-26 22:30:00,2025-01-26 22:25:00,2025-01-27 05:00:00,2025-01-27 04:55:00,A330-900neo,242,On Time,0.0,0 days 06:30:00,6.5,15437.5,22587.5
FLT00413,HF109,R009,2025-01-26,2025-01-26 08:00:00,2025-01-26 08:10:00,2025-01-26 14:30:00,2025-01-26 14:35:00,A330-900neo,242,Delayed,10.0,0 days 06:25:00,6.416666666666667,15298.96,22357.29
FLT00414,HF110,R010,2025-01-26,2025-01-26 16:45:00,2025-01-26 16:55:00,2025-01-26 17:55:00,2025-01-26 18:00:00,A320neo,165,Delayed,10.0,0 days 01:05:00,1.0833333333333333,2211.12,3326.96
FLT00415,HF111,R011,2025-01-26,2025-01-26 08:15:00,2025-01-26 08:20:00,2025-01-26 10:25:00,2025-01-26 10:25:00,A319,122,On Time,5.0,0 days 02:05:00,2.0833333333333335,4778.5,6966.0
FLT00416,HF112,R012,2025-01-26,2025-01-26 08:30:00,2025-01-26 08:35:00,2025-01-26 10:05:00,2025-01-26 10:05:00,A319,122,On Time,5.0,0 days 01:30:00,1.5,3448.5,5023.5
FLT00417,HF101,R001,2025-01-27,2025-01-27 08:45:00,2025-01-27 08:45:00,2025-01-27 09:35:00,2025-01-27 09:30:00,A319,122,On Time,0.0,0 days 00:45:00,0.75,1710.0,2497.5
FLT00418,HF102,R002,2025-01-27,2025-01-27 19:15:00,2025-01-27 19:30:00,2025-01-27 20:20:00,2025-01-27 20:30:00,A319,122,Delayed,15.0,0 days 01:00:00,1.0,2365.5,3415.5
FLT00419,HF103,R003,2025-01-27,2025-01-27 08:15:00,2025-01-27 08:15:00,2025-01-27 09:25:00,2025-01-27 09:20:00,A319,122,On Time,0.0,0 days 01:05:00,1.0833333333333333,2470.0,3607.5
FLT00420,HF104,R004,2025-01-27,2025-01-27 16:00:00,2025-01-27 16:10:00,2025-01-27 17:10:00,2025-01-27 17:15:00,A320neo,165,Delayed,10.0,0 days 01:05:00,1.0833333333333333,2211.12,3326.96
FLT00421,HF104,R004,2025-01-27,2025-01-27 10:45:00,2025-01-27 11:45:00,2025-01-27 11:55:00,2025-01-27 12:50:00,A319,122,Delayed,60.0,0 days 01:05:00,1.0833333333333333,2812.0,3949.5
FLT00422,HF105,R005,2025-01-27,2025-01-27 06:45:00,2025-01-27 07:30:00,2025-01-27 08:55:00,2025-01-27 09:35:00,A319,122,Delayed,45.0,0 days 02:05:00,2.0833333333333335,5006.5,7194.0
FLT00423,HF105,R005,2025-01-27,2025-01-27 08:30:00,2025-01-27 08:30:00,2025-01-27 10:40:00,2025-01-27 10:35:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00424,HF106,R006,2025-01-27,2025-01-27 16:30:00,2025-01-27 16:30:00,2025-01-27 18:05:00,2025-01-27 18:00:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00425,HF106,R006,2025-01-27,2025-01-27 08:15:00,2025-01-27 08:15:00,2025-01-27 09:50:00,2025-01-27 09:45:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00426,HF107,R007,2025-01-27,2025-01-27 16:45:00,2025-01-27 16:45:00,2025-01-27 18:10:00,2025-01-27 18:05:00,A319,122,On Time,0.0,0 days 01:20:00,1.3333333333333333,3040.0,4440.0
FLT00427,HF108,R008,2025-01-27,2025-01-27 13:00:00,2025-01-27 13:00:00,2025-01-27 14:40:00,2025-01-27 14:35:00,A320neo,165,On Time,0.0,0 days 01:35:00,1.5833333333333333,3158.75,4789.58
FLT00428,HF109,R009,2025-01-27,2025-01-27 06:30:00,2025-01-27 06:35:00,2025-01-27 13:00:00,2025-01-27 13:00:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00429,HF109,R009,2025-01-27,2025-01-27 22:45:00,2025-01-27 23:45:00,2025-01-28 05:15:00,2025-01-28 06:10:00,A330-900neo,242,Delayed,60.0,0 days 06:25:00,6.416666666666667,15595.83,22654.17
FLT00430,HF110,R010,2025-01-27,2025-01-27 13:30:00,2025-01-27 13:35:00,2025-01-27 14:40:00,2025-01-27 14:40:00,A319,122,On Time,5.0,0 days 01:05:00,1.0833333333333333,2498.5,3636.0
FLT00431,HF111,R011,2025-01-27,2025-01-27 16:15:00,2025-01-27 16:10:00,2025-01-27 18:25:00,2025-01-27 18:20:00,A319,122,On Time,0.0,0 days 02:10:00,2.1666666666666665,4940.0,7215.0
FLT00432,HF112,R012,2025-01-27,2025-01-27 10:45:00,,2025-01-27 12:20:00,,A320,150,Cancelled,,,,,
FLT00433,HF101,R001,2025-01-28,2025-01-28 06:30:00,2025-01-28 07:00:00,2025-01-28 07:20:00,2025-01-28 07:45:00,A320,150,Delayed,30.0,0 days 00:45:00,0.75,1959.38,2784.38
FLT00434,HF102,R002,2025-01-28,2025-01-28 19:45:00,2025-01-28 19:40:00,2025-01-28 20:50:00,2025-01-28 20:45:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00435,HF103,R003,2025-01-28,2025-01-28 06:45:00,2025-01-28 06:50:00,2025-01-28 07:55:00,2025-01-28 07:55:00,A320neo,165,On Time,5.0,0 days 01:05:00,1.0833333333333333,2186.19,3302.02
FLT00436,HF104,R004,2025-01-28,2025-01-28 13:30:00,2025-01-28 13:25:00,2025-01-28 14:40:00,2025-01-28 14:35:00,A320neo,165,On Time,0.0,0 days 01:10:00,1.1666666666666667,2327.5,3529.17
FLT00437,HF104,R004,2025-01-28,2025-01-28 19:15:00,2025-01-28 19:20:00,2025-01-28 20:25:00,2025-01-28 20:25:00,A320neo,165,On Time,5.0,0 days 01:05:00,1.0833333333333333,2186.19,3302.02
FLT00438,HF105,R005,2025-01-28,2025-01-28 22:30:00,2025-01-28 22:30:00,2025-01-29 00:40:00,2025-01-29 00:35:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00439,HF105,R005,2025-01-28,2025-01-28 10:15:00,2025-01-28 10:15:00,2025-01-28 12:25:00,2025-01-28 12:20:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00440,HF106,R006,2025-01-28,2025-01-28 10:00:00,2025-01-28 10:00:00,2025-01-28 11:35:00,2025-01-28 11:30:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00441,HF106,R006,2025-01-28,2025-01-28 22:45:00,2025-01-28 22:45:00,2025-01-29 00:20:00,2025-01-29 00:15:00,A320,150,On Time,0.0,0 days 01:30:00,1.5,3562.5,5212.5
FLT00442,HF107,R007,2025-01-28,2025-01-28 16:00:00,2025-01-28 16:00:00,2025-01-28 17:25:00,2025-01-28 17:20:00,A320neo,165,On Time,0.0,0 days 01:20:00,1.3333333333333333,2660.0,4033.33
FLT00443,HF108,R008,2025-01-28,2025-01-28 19:45:00,2025-01-28 19:50:00,2025-01-28 21:25:00,2025-01-28 21:25:00,A320,150,On Time,5.0,0 days 01:35:00,1.5833333333333333,3790.1,5531.77
FLT00444,HF109,R009,2025-01-28,2025-01-28 16:30:00,2025-01-28 16:35:00,2025-01-28 23:00:00,2025-01-28 23:00:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00445,HF109,R009,2025-01-28,2025-01-28 06:30:00,2025-01-28 06:30:00,2025-01-28 13:00:00,2025-01-28 12:55:00,A330-900neo,242,Delayed,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00446,HF110,R010,2025-01-28,2025-01-28 10:30:00,2025-01-28 10:30:00,2025-01-28 11:40:00,2025-01-28 11:35:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00447,HF111,R011,2025-01-28,2025-01-28 19:45:00,2025-01-28 19:45:00,2025-01-28 21:55:00,2025-01-28 21:50:00,A319,122,On Time,0.0,0 days 02:05:00,2.0833333333333335,4750.0,6937.5
FLT00448,HF112,R012,2025-01-28,2025-01-28 06:15:00,2025-01-28 06:15:00,2025-01-28 07:50:00,2025-01-28 07:45:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00449,HF101,R001,2025-01-29,2025-01-29 06:45:00,2025-01-29 06:40:00,2025-01-29 07:35:00,2025-01-29 07:30:00,A320neo,165,On Time,0.0,0 days 00:50:00,0.8333333333333334,1662.5,2520.83
FLT00450,HF102,R002,2025-01-29,2025-01-29 08:00:00,2025-01-29 08:45:00,2025-01-29 09:05:00,2025-01-29 09:45:00,A319,122,Delayed,45.0,0 days 01:00:00,1.0,2536.5,3586.5
FLT00451,HF103,R003,2025-01-29,2025-01-29 22:15:00,2025-01-29 22:20:00,2025-01-29 23:25:00,2025-01-29 23:25:00,A320,150,On Time,5.0,0 days 01:05:00,1.0833333333333333,2602.6,3794.27
FLT00452,HF104,R004,2025-01-29,2025-01-29 13:00:00,2025-01-29 13:00:00,2025-01-29 14:10:00,2025-01-29 14:05:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00453,HF104,R004,2025-01-29,2025-01-29 16:15:00,,2025-01-29 17:25:00,,A319,122,Cancelled,,,,,
FLT00454,HF105,R005,2025-01-29,2025-01-29 06:00:00,2025-01-29 05:55:00,2025-01-29 08:10:00,2025-01-29 08:05:00,A319,122,On Time,0.0,0 days 02:10:00,2.1666666666666665,4940.0,7215.0
FLT00455,HF105,R005,2025-01-29,2025-01-29 10:15:00,2025-01-29 10:10:00,2025-01-29 12:25:00,2025-01-29 12:20:00,A319,122,On Time,0.0,0 days 02:10:00,2.1666666666666665,4940.0,7215.0
FLT00456,HF106,R006,2025-01-29,2025-01-29 08:15:00,2025-01-29 08:15:00,2025-01-29 09:50:00,2025-01-29 09:45:00,A320neo,165,On Time,0.0,0 days 01:30:00,1.5,2992.5,4537.5
FLT00457,HF106,R006,2025-01-29,2025-01-29 10:00:00,,2025-01-29 11:35:00,,A320,150,Cancelled,,,,,
FLT00458,HF107,R007,2025-01-29,2025-01-29 10:45:00,2025-01-29 10:45:00,2025-01-29 12:10:00,2025-01-29 12:05:00,A320,150,On Time,0.0,0 days 01:20:00,1.3333333333333333,3166.67,4633.33
FLT00459,HF108,R008,2025-01-29,2025-01-29 13:00:00,,2025-01-29 14:40:00,,A320neo,165,Cancelled,,,,,
FLT00460,HF109,R009,2025-01-29,2025-01-29 08:15:00,2025-01-29 08:15:00,2025-01-29 14:45:00,2025-01-29 14:40:00,A330-900neo,242,On Time,0.0,0 days 06:25:00,6.416666666666667,15239.58,22297.92
FLT00461,HF109,R009,2025-01-29,2025-01-29 22:30:00,2025-01-29 22:25:00,2025-01-30 05:00:00,2025-01-30 04:55:00,A330-900neo,242,On Time,0.0,0 days 06:30:00,6.5,15437.5,22587.5
FLT00462,HF110,R010,2025-01-29,2025-01-29 13:00:00,2025-01-29 13:00:00,2025-01-29 14:10:00,2025-01-29 14:05:00,A320neo,165,Delayed,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00463,HF111,R011,2025-01-29,2025-01-29 13:45:00,2025-01-29 14:15:00,2025-01-29 15:55:00,2025-01-29 16:20:00,A320neo,165,Delayed,30.0,0 days 02:05:00,2.0833333333333335,4305.88,6451.71
FLT00464,HF112,R012,2025-01-29,2025-01-29 19:45:00,2025-01-29 19:40:00,2025-01-29 21:20:00,2025-01-29 21:15:00,A319,122,On Time,0.0,0 days 01:35:00,1.5833333333333333,3610.0,5272.5
FLT00465,HF101,R001,2025-01-30,2025-01-30 22:15:00,2025-01-30 22:20:00,2025-01-30 23:05:00,2025-01-30 23:05:00,A320neo,165,On Time,5.0,0 days 00:45:00,0.75,1521.19,2293.69
FLT00466,HF102,R002,2025-01-30,2025-01-30 08:00:00,2025-01-30 07:55:00,2025-01-30 09:05:00,2025-01-30 09:00:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00467,HF103,R003,2025-01-30,2025-01-30 22:30:00,2025-01-30 22:30:00,2025-01-30 23:40:00,2025-01-30 23:35:00,A320neo,165,On Time,0.0,0 days 01:05:00,1.0833333333333333,2161.25,3277.08
FLT00468,HF104,R004,2025-01-30,2025-01-30 16:45:00,2025-01-30 17:15:00,2025-01-30 17:55:00,2025-01-30 18:20:00,A320,150,Delayed,30.0,0 days 01:05:00,1.0833333333333333,2751.04,3942.71
FLT00469,HF104,R004,2025-01-30,2025-01-30 13:15:00,2025-01-30 13:15:00,2025-01-30 14:25:00,2025-01-30 14:20:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00470,HF105,R005,2025-01-30,2025-01-30 10:15:00,2025-01-30 10:15:00,2025-01-30 12:25:00,2025-01-30 12:20:00,A320neo,165,Delayed,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00471,HF105,R005,2025-01-30,2025-01-30 16:30:00,2025-01-30 16:30:00,2025-01-30 18:40:00,2025-01-30 18:35:00,A320neo,165,On Time,0.0,0 days 02:05:00,2.0833333333333335,4156.25,6302.08
FLT00472,HF106,R006,2025-01-30,2025-01-30 22:30:00,2025-01-30 22:35:00,2025-01-31 00:05:00,2025-01-31 00:05:00,A320neo,165,On Time,5.0,0 days 01:30:00,1.5,3017.44,4562.44
FLT00473,HF106,R006,2025-01-30,2025-01-30 10:00:00,2025-01-30 10:00:00,2025-01-30 11:35:00,2025-01-30 11:30:00,A319,122,On Time,0.0,0 days 01:30:00,1.5,3420.0,4995.0
FLT00474,HF107,R007,2025-01-30,2025-01-30 13:00:00,2025-01-30 13:05:00,2025-01-30 14:25:00,2025-01-30 14:25:00,A320,150,On Time,5.0,0 days 01:20:00,1.3333333333333333,3196.35,4663.02
FLT00475,HF108,R008,2025-01-30,2025-01-30 19:00:00,2025-01-30 18:55:00,2025-01-30 20:40:00,2025-01-30 20:35:00,A319,122,On Time,0.0,0 days 01:40:00,1.6666666666666667,3800.0,5550.0
FLT00476,HF109,R009,2025-01-30,2025-01-30 13:30:00,2025-01-30 14:15:00,2025-01-30 20:00:00,2025-01-30 20:40:00,A330-900neo,242,Delayed,45.0,0 days 06:25:00,6.416666666666667,15506.77,22565.1
FLT00477,HF109,R009,2025-01-30,2025-01-30 13:30:00,2025-01-30 13:35:00,2025-01-30 20:00:00,2025-01-30 20:00:00,A330-900neo,242,On Time,5.0,0 days 06:25:00,6.416666666666667,15269.27,22327.6
FLT00478,HF110,R010,2025-01-30,2025-01-30 19:30:00,2025-01-30 19:30:00,2025-01-30 20:40:00,2025-01-30 20:35:00,A320,150,On Time,0.0,0 days 01:05:00,1.0833333333333333,2572.92,3764.58
FLT00479,HF111,R011,2025-01-30,2025-01-30 08:00:00,2025-01-30 08:00:00,2025-01-30 10:10:00,2025-01-30 10:05:00,A320,150,On Time,0.0,0 days 02:05:00,2.0833333333333335,4947.92,7239.58
FLT00480,HF112,R012,2025-01-30,2025-01-30 08:45:00,2025-01-30 09:00:00,2025-01-30 10:20:00,2025-01-30 10:30:00,A320neo,165,Delayed,15.0,0 days 01:30:00,1.5,3067.31,4612.31
